idx,is_anomalous,error,threshold
61,False,5.948408636771626e-09,0.0008787587285041809
62,False,1.0044424323982583e-08,0.0013014525175094604
63,False,7.61457818616766e-09,0.0013343095779418945
64,False,1.653483244310853e-08,0.002815917134284973
65,False,1.3022044577663634e-08,0.0034515559673309326
66,False,8.911898049420162e-09,0.0037284791469573975
67,False,1.747426774046876e-08,0.004496254026889801
68,False,7.003272043142685e-08,0.0038597360253334045
69,False,2.715154540040325e-09,0.0031914710998535156
70,False,3.3260257738475045e-06,0.002735234797000885
71,False,1.134393705952703e-08,0.0016123801469802856
72,False,2.9030083895558184e-09,0.0011765658855438232
73,False,5.932491549389561e-10,0.0007023438811302185
74,False,1.2928970825267918e-08,0.001016959547996521
75,False,8.053389101673155e-10,0.00136488676071167
76,False,9.00620947994392e-09,0.002498060464859009
77,False,1.544011048878433e-08,0.0030435919761657715
78,False,8.340958589331344e-09,0.0034982040524482727
79,False,3.945671940366512e-10,0.004006125032901764
80,False,2.0862639462625755e-08,0.004190228879451752
81,False,1.2802144518569984e-08,0.004152193665504456
82,False,1.764336510126808e-08,0.0027664676308631897
83,False,8.624166976663246e-07,0.0025370419025421143
84,False,4.1993728295962243e-08,0.0018558576703071594
85,False,6.087060208853e-09,0.0013261809945106506
86,False,1.6668136195778217e-08,0.0014653056859970093
87,False,2.75252737053558e-11,0.0019475072622299194
88,False,9.947013019029597e-09,0.0026233792304992676
89,False,8.346976401273105e-10,0.0038829371333122253
90,False,3.941985216853019e-08,0.004757963120937347
91,False,4.7620559914304125e-09,0.005368657410144806
92,False,2.1149291488121873e-08,0.0065460205078125
93,False,7.254040936288663e-09,0.005444422364234924
94,False,3.127968647942515e-08,0.0044669508934021
95,False,7.009996609383349e-07,0.002871766686439514
96,False,3.67312933449995e-10,0.0026464685797691345
97,False,6.948408387846012e-10,0.0022055283188819885
98,False,6.083959050955235e-10,0.0008933544158935547
99,False,8.327695874108677e-09,0.0015931352972984314
100,False,1.0418852179650536e-08,0.0019595101475715637
101,False,1.7730771946389798e-08,0.0028452128171920776
102,False,6.077542139557021e-09,0.003336407244205475
103,False,8.682627269879599e-09,0.004241220653057098
104,False,8.111437247206272e-09,0.005181826651096344
105,False,1.1423743304205124e-08,0.004647970199584961
106,False,7.381298682290731e-08,0.004506982862949371
107,False,1.4347973218240385e-08,0.003895871341228485
108,False,3.0277665276395293e-07,0.0025503039360046387
109,False,1.3581844121718218e-08,0.0020514950156211853
110,False,5.045870620184822e-09,0.0020834729075431824
111,False,5.06652343222765e-09,0.0009200349450111389
112,False,1.8482318406936628e-09,0.0015922114253044128
113,False,4.1847901673997335e-09,0.0023583024740219116
114,False,2.397354287659747e-09,0.0030296221375465393
115,False,1.9412571169167712e-08,0.0037247613072395325
116,False,8.69379087930058e-09,0.0050293803215026855
117,False,7.952647975222859e-09,0.005182310938835144
118,False,2.811765942247551e-09,0.004381835460662842
119,False,2.9554566252123216e-07,0.004381261765956879
120,False,1.3188133537415302e-07,0.0026853233575820923
121,False,1.3398786655407766e-09,0.002409704029560089
122,False,3.1548086974009437e-09,0.0015549883246421814
123,False,6.51811325699421e-09,0.0009119361639022827
124,False,4.003180042523545e-09,0.001942753791809082
125,False,1.0521995135789109e-08,0.002450309693813324
126,False,2.5664689136100516e-09,0.0038572847843170166
127,False,1.1530549002023043e-08,0.004180841147899628
128,False,3.4895883129729937e-09,0.004524394869804382
129,False,1.893234767732417e-08,0.005685187876224518
130,False,1.8628067699422383e-08,0.005018666386604309
131,False,4.4915894225256755e-08,0.004367373883724213
132,False,1.477510898167291e-07,0.003615833818912506
133,False,4.863767357105516e-07,0.0026430413126945496
134,False,1.6012706279649526e-09,0.002166375517845154
135,False,5.086014739034354e-09,0.0019747912883758545
136,False,1.192728388607121e-07,0.002133607864379883
137,False,3.230266249326257e-08,0.001684032380580902
138,False,1.70498000896534e-07,0.00422852486371994
139,False,1.739692546328098e-08,0.004405267536640167
140,False,1.1941821289996826e-07,0.004593499004840851
141,False,5.26096180829415e-09,0.006688795983791351
142,False,3.1014811200988948e-09,0.00612369179725647
143,False,1.9573708286754362e-08,0.005821995437145233
144,False,1.809707649301078e-07,0.004413999617099762
145,False,6.242148183911351e-07,0.0031016841530799866
146,False,4.317971092740723e-09,0.0029144510626792908
147,False,4.650277310654923e-09,0.0027293339371681213
148,False,4.978758927207889e-09,0.0008930712938308716
149,False,1.2918610465955936e-08,0.0016816779971122742
150,False,1.2536375439047024e-09,0.002734072506427765
151,False,1.6420617468331037e-08,0.0033445730805397034
152,False,6.314171899026184e-09,0.004951387643814087
153,False,6.474984005605931e-08,0.006497837603092194
154,False,1.9179340005272984e-07,0.006655082106590271
155,False,2.688673724613591e-08,0.0038092732429504395
156,False,1.0381643523173318e-08,0.008133463561534882
157,False,5.9030676364718825e-08,0.004729211330413818
158,False,2.002778664816239e-08,0.0023245662450790405
159,False,9.527890573810131e-10,0.0025740042328834534
160,False,4.4718467096712975e-09,0.0012172311544418335
161,False,1.286240217851454e-09,0.0008710026741027832
162,False,1.0588750291721425e-08,0.002036452293395996
163,False,1.961489236480325e-08,0.0031519830226898193
164,False,1.3308022640553674e-08,0.0033796727657318115
165,False,1.1937936396352347e-08,0.005383491516113281
166,False,3.975710427816371e-09,0.005962193012237549
167,False,7.853104623318855e-09,0.006021685898303986
168,False,2.4432961630293525e-07,0.005303896963596344
169,False,5.732864555209831e-08,0.004013180732727051
170,False,2.170324649505102e-08,0.003170415759086609
171,False,3.572645460320774e-09,0.0031162872910499573
172,False,3.483291308441819e-09,0.0014639869332313538
173,False,3.1607513488646254e-09,0.002015538513660431
174,False,1.793333518227608e-08,0.0024208948016166687
175,False,1.2900621636900096e-09,0.0034493133425712585
176,False,3.4320340650163103e-09,0.004135884344577789
177,False,2.3401977135517078e-07,0.0051595792174339294
178,False,3.257611328891404e-08,0.006415329873561859
179,False,3.6389421465638095e-09,0.00502101331949234
180,False,3.4529019989212057e-10,0.004436984658241272
181,False,6.104375229670474e-10,0.0036658570170402527
182,False,8.905362051457011e-07,0.002506852149963379
183,False,4.1005052031046405e-09,0.0016916915774345398
184,False,1.0815073589859298e-08,0.0015776529908180237
185,False,9.921114733477786e-09,0.0011432170867919922
186,False,2.2253885029976435e-08,0.0019551515579223633
187,False,2.3949675449125243e-08,0.0030112937092781067
188,False,1.812441422811037e-08,0.004396751523017883
189,False,2.3014428145542085e-09,0.00498218834400177
190,False,1.3736109849025582e-08,0.006331317126750946
191,False,2.142058879372739e-09,0.006160996854305267
192,False,8.859254340664367e-10,0.00714728981256485
193,False,4.842862001065145e-09,0.005600526928901672
194,False,5.247972071680374e-10,0.0036796554923057556
195,False,2.120802231932525e-08,0.0032473430037498474
196,False,1.2147580306870918e-10,0.003548547625541687
197,False,2.8279379063795207e-09,0.0010839253664016724
198,False,1.220282633245486e-08,0.001845426857471466
199,False,1.4298198973838149e-08,0.0024833008646965027
200,False,1.8383861911503083e-08,0.003073863685131073
201,False,2.7351054521751946e-10,0.0033075064420700073
202,False,1.984754447646622e-08,0.005061060190200806
203,False,2.2902261979065345e-08,0.004783734679222107
204,False,1.3964661358026549e-08,0.004729613661766052
205,False,1.4901266395893132e-08,0.004250466823577881
206,False,4.517744598805277e-08,0.004272431135177612
207,False,9.57849632963321e-09,0.002582460641860962
208,False,6.430269965342036e-10,0.0021478012204170227
209,False,8.380942828853338e-10,0.002107776701450348
210,False,1.6836091491758867e-09,0.0005932152271270752
211,False,3.1986138386060416e-09,0.0017351508140563965
212,False,1.5519243388056598e-10,0.003115333616733551
213,False,2.7427530229864612e-09,0.003252454102039337
214,False,3.9233349785551345e-08,0.0035702958703041077
215,False,6.007054833755626e-09,0.006580717861652374
216,False,1.3507453604070983e-08,0.005924910306930542
217,False,5.785229807359518e-09,0.006172113120555878
218,False,1.2552692883308344e-08,0.004350587725639343
219,False,5.073442380438512e-08,0.003331415355205536
220,False,5.7490936074184386e-09,0.0035593584179878235
221,False,1.6446288182333447e-09,0.0015350282192230225
222,False,8.370118442737831e-10,0.0016968101263046265
223,False,3.954524629729182e-09,0.002384752035140991
224,False,6.1358255037365875e-09,0.0029356107115745544
225,False,3.7448082292044683e-08,0.0041324421763420105
226,False,3.1191652999532526e-09,0.0043975114822387695
227,False,2.32945559832067e-08,0.00561128556728363
228,False,7.097599577758301e-09,0.005040250718593597
229,False,1.0436614198315077e-08,0.0039859190583229065
230,False,3.318466034019679e-09,0.00426715612411499
231,False,9.376694342461127e-09,0.0024059638381004333
232,False,1.1106182539265098e-09,0.00166330486536026
233,False,9.293401406057918e-09,0.002188555896282196
234,False,1.0920365732637483e-07,0.0014934763312339783
235,False,2.155317709189401e-08,0.0015801787376403809
236,False,1.4431824528600542e-08,0.0023954808712005615
237,False,2.4379539760409663e-08,0.004404567182064056
238,False,6.703961401145703e-09,0.004609815776348114
239,False,2.777555728651362e-08,0.005648419260978699
240,False,2.498968229530031e-08,0.006924651563167572
241,False,4.562426965732631e-09,0.0069046542048454285
242,False,2.226770288618352e-09,0.0056289806962013245
243,False,2.5094798388268173e-08,0.004673570394515991
244,False,2.1589244509198956e-08,0.0033802762627601624
245,False,9.047615393904719e-09,0.002953439950942993
246,False,2.790555981527117e-09,0.0016760900616645813
247,False,3.1527311142566225e-09,0.0011858344078063965
248,False,3.676824259562865e-09,0.0023365318775177
249,False,1.844116130399721e-08,0.0025884583592414856
250,False,3.935611688364454e-09,0.003410324454307556
251,False,1.9159026763354103e-09,0.005047857761383057
252,False,2.3340515324862385e-08,0.004750117659568787
253,False,4.4134050513373626e-08,0.005067192018032074
254,False,1.0323293635365242e-08,0.004189282655715942
255,False,6.586453532488749e-10,0.004565104842185974
256,False,2.2282382282298033e-10,0.002771221101284027
257,False,1.3553385764757938e-09,0.0019314959645271301
258,False,1.9841373197399714e-09,0.0015539228916168213
259,False,6.155565327586455e-09,0.0009436681866645813
260,False,1.0638763510468237e-09,0.0012575015425682068
261,False,1.868750089237416e-09,0.001953497529029846
262,False,3.165992255285959e-09,0.0031783878803253174
263,False,1.1933182510135798e-08,0.004059843719005585
264,False,1.580257699999472e-08,0.003887668251991272
265,False,3.039850348905879e-08,0.005060628056526184
266,False,1.1501745938067041e-08,0.005252517759799957
267,False,1.1435942405561644e-09,0.004008635878562927
268,False,7.56552530660767e-09,0.002086631953716278
269,False,3.313448449531426e-09,0.0017329677939414978
270,False,1.2435066142134345e-08,0.0013752132654190063
271,False,1.2481195010012888e-08,0.001577913761138916
272,False,1.756275103744918e-08,0.0019291192293167114
273,False,7.2837035126643964e-09,0.002259954810142517
274,False,1.4976529215727795e-08,0.003702111542224884
275,False,5.731238296680078e-08,0.004869319498538971
276,False,1.3441855313325242e-08,0.0041886866092681885
277,False,9.770598126893475e-08,0.0038182884454727173
278,False,6.750048353688292e-09,0.0049746036529541016
279,False,7.525666135314734e-10,0.003749758005142212
280,False,8.418760184131154e-09,0.0022986233234405518
281,False,3.785000197752325e-08,0.0017751753330230713
282,False,1.1734471536808028e-08,0.0017375946044921875
283,False,4.9863926768264485e-09,0.0011520907282829285
284,False,2.1817042740391511e-07,0.001295618712902069
285,False,2.2217139547624e-09,0.0013735219836235046
286,False,9.24652332991049e-09,0.003217145800590515
287,False,1.0007750056901363e-08,0.003566041588783264
288,False,2.02054619527093e-08,0.00352613627910614
289,False,2.2225390894715477e-08,0.006002143025398254
290,False,3.761250649302325e-09,0.005440808832645416
291,False,5.10299854404087e-09,0.004684038460254669
292,False,6.868176074394797e-09,0.0032867714762687683
293,False,1.57753722534604e-08,0.0019941478967666626
294,False,1.367245121455958e-06,0.0013902634382247925
295,False,3.8242908620271955e-08,0.0009995698928833008
296,False,3.88153496621298e-09,0.001537717878818512
297,False,1.6190925447095718e-09,0.0014206916093826294
298,False,3.3679324707046595e-09,0.0019025355577468872
299,False,2.5027839044654865e-08,0.0036529526114463806
300,False,7.147619764880509e-09,0.004089541733264923
301,False,1.722010026546298e-08,0.0036517903208732605
302,False,1.0816846314058756e-08,0.003641277551651001
303,False,1.0676095301703424e-08,0.0036305785179138184
304,False,1.7747811815013912e-09,0.0034756511449813843
305,False,1.1805452951052561e-08,0.0020923465490341187
306,False,1.749200864616926e-08,0.002743862569332123
307,False,3.635165449199285e-07,0.0038670003414154053
308,False,9.181338787529067e-08,0.0019020959734916687
309,False,7.457350999235767e-08,0.00437135249376297
310,False,7.185010122927156e-09,0.002975285053253174
311,False,1.3162883990100765e-08,0.0035002902150154114
312,False,3.401934359496615e-08,0.005583025515079498
313,False,2.063888076875156e-08,0.0046792179346084595
314,False,4.104591967984455e-09,0.005070619285106659
315,False,6.078370963442745e-09,0.003825932741165161
316,False,7.667399426600269e-09,0.00451592355966568
317,False,3.250605780483627e-09,0.0028564631938934326
318,False,2.651095704516744e-08,0.0010816752910614014
319,False,2.1901917633600426e-09,0.0012978911399841309
320,False,1.733946699932631e-10,0.0011292845010757446
321,False,6.5982574173331395e-09,0.0010527297854423523
322,False,4.609963217075559e-09,0.0018046274781227112
323,False,9.43692141115944e-10,0.002457842230796814
324,False,3.804715454229514e-09,0.0031497403979301453
325,False,5.5501981765611396e-09,0.0028980374336242676
326,False,9.21363447332447e-09,0.003275759518146515
327,False,1.3830879550723482e-08,0.0027539655566215515
328,False,3.79524316585273e-09,0.002576276659965515
329,False,8.964630414536516e-09,0.0018709376454353333
330,False,3.945741914690819e-09,0.001836337149143219
331,False,2.4607179345208885e-09,0.0010949820280075073
332,False,2.0265606315409264e-09,0.0008460208773612976
333,False,2.5536560807592554e-09,0.0011868849396705627
334,False,3.593703646823431e-09,0.0007255151867866516
335,False,2.2679614561210564e-09,0.0021903812885284424
336,False,9.490128167321992e-09,0.00301525741815567
337,False,6.62408140683177e-08,0.004520505666732788
338,False,8.162243502867613e-08,0.004376113414764404
339,False,1.2492903306154722e-08,0.0034870728850364685
340,False,8.508033343321604e-09,0.006044439971446991
341,False,6.5035311647795645e-09,0.004453971982002258
342,False,1.0723068207273812e-08,0.002952106297016144
343,False,9.483393145546647e-09,0.0013246312737464905
344,False,8.970572402628606e-10,0.001600906252861023
345,False,3.418341046928903e-09,0.0016999542713165283
346,False,1.833327399361158e-08,0.002448566257953644
347,False,1.0225570594426195e-07,0.0009851977229118347
348,False,2.084185860652295e-08,0.002967454493045807
349,False,8.01142421634766e-09,0.0031429901719093323
350,False,4.8768764950730945e-08,0.002649560570716858
351,False,1.6183041929270777e-07,0.0025644153356552124
352,False,5.514934571175773e-09,0.002491205930709839
353,False,1.8660616860463186e-09,0.002718694508075714
354,False,1.1328559660684248e-09,0.0016193613409996033
355,False,2.75514649709107e-08,0.0013025924563407898
356,False,2.4201961245956063e-09,0.0006612464785575867
357,False,7.832236844480391e-09,0.0004324391484260559
358,False,2.2068179362824534e-09,0.00024813413619995117
359,False,9.839856207841546e-10,0.0008116662502288818
360,False,5.734381802012509e-09,0.0021722540259361267
361,False,7.33581031392858e-09,0.002032533288002014
362,False,4.759682795081009e-07,0.004281535744667053
363,False,0.00010420126212408172,0.004787877202033997
364,False,2.3154560228516266e-05,0.0012592747807502747
365,False,3.91795147684693e-08,0.007582925260066986
366,False,4.21134725064226e-09,0.003383040428161621
367,False,1.8599519459110156e-09,0.0013653114438056946
368,False,5.376454414267409e-08,0.002432294189929962
369,False,1.8936899153980393e-09,0.001273922622203827
370,False,3.2704067134971365e-09,0.0014703571796417236
371,False,7.917750800518646e-09,0.0013772398233413696
372,False,5.921895677576599e-09,0.0011923760175704956
373,False,1.4127005324362884e-09,0.002054378390312195
374,False,2.0877864363341727e-09,0.001812964677810669
375,False,2.662350241494898e-09,0.0016340464353561401
376,False,2.4306613013885276e-10,0.0020190179347991943
377,False,3.043223120178036e-09,0.0015833228826522827
378,False,1.3314958283174938e-09,0.0012209340929985046
379,False,6.787363220841979e-09,0.0009918585419654846
380,False,8.350337998835946e-09,0.00133436918258667
381,False,5.486988989616042e-09,0.0005016177892684937
382,False,3.3919482633955286e-09,0.0006354600191116333
383,False,2.697439181012357e-09,0.000923939049243927
384,False,1.3645327465618293e-08,0.0006788149476051331
385,False,1.189040607819479e-08,0.0018063262104988098
386,False,4.473486099021138e-08,0.002274341881275177
387,False,9.715139995652989e-08,0.0026299431920051575
388,False,5.188050114194154e-08,0.002490490674972534
389,False,2.625087960583235e-07,0.00213015079498291
390,False,4.282831957352821e-09,0.0014768093824386597
391,False,1.530978812580229e-09,0.0011600703001022339
392,False,2.6036589050758307e-06,0.0009638145565986633
393,False,6.775676786651201e-09,0.00023545324802398682
394,False,1.1739469974479776e-09,0.0005792379379272461
395,False,5.658819557458802e-10,0.00017884373664855957
396,False,4.054204370940631e-09,0.0010095983743667603
397,False,4.1706728000875725e-09,0.0009337291121482849
398,False,8.741580182431921e-09,0.0015991255640983582
399,False,4.54529583103527e-09,0.0014329180121421814
400,False,1.2994483540908466e-08,0.0017816722393035889
401,False,1.2214483741158598e-09,0.0012622475624084473
402,False,3.028166450508129e-08,0.0015900954604148865
403,False,2.4116519193754024e-09,0.0006987452507019043
404,False,3.6349175814559107e-09,0.0006011128425598145
405,False,6.558143173072427e-09,0.000391639769077301
406,False,1.517058003453763e-08,0.00047653913497924805
407,False,1.7980193914779097e-08,0.0006020665168762207
408,False,7.028568977711548e-08,0.0009547844529151917
409,False,3.138905505309744e-08,0.0014132633805274963
410,False,1.179055079541466e-08,0.001984037458896637
411,False,8.698239926428325e-09,0.001939229667186737
412,False,8.226116837673854e-09,0.002097614109516144
413,False,1.2077436673771396e-08,0.0015273317694664001
414,False,1.2343923441741355e-08,0.0016171112656593323
415,False,4.6888058940861935e-07,0.0009424313902854919
416,False,3.838592438462164e-06,0.0008289292454719543
417,False,9.473316160643771e-07,0.00043339282274246216
418,False,1.5425255214040656e-08,0.00031591206789016724
419,False,1.7662013703247857e-09,0.0003143623471260071
420,False,7.574048036840186e-08,0.0007366687059402466
421,False,1.5486247584113395e-09,0.0006312057375907898
422,False,2.5033801973787144e-09,0.0010439977049827576
423,False,4.0508124209474875e-08,0.0014159902930259705
424,False,1.4146560578229564e-09,0.0008023157715797424
425,False,6.141558784863433e-11,0.0012264028191566467
426,False,1.2273485329950193e-09,0.0009687989950180054
427,False,5.344760922175948e-09,0.0012846142053604126
428,False,2.3135813988347757e-09,0.0009464249014854431
429,False,5.657212493006561e-06,0.0006849691271781921
430,False,2.892286313714972e-06,0.00043189525604248047
431,False,5.26786670190658e-06,0.0007901191711425781
432,False,2.8322903504746024e-08,0.000363864004611969
433,False,7.551843337689897e-08,0.003464832901954651
434,False,1.0769928178608767e-07,0.002967923879623413
435,False,1.007786881740969e-07,0.001313328742980957
436,False,7.523768395299792e-08,0.006904616951942444
437,False,1.4092051337901466e-08,0.003931052982807159
438,False,7.384745288247587e-06,0.001847483217716217
439,False,1.3757164536805429e-05,0.0021620765328407288
440,False,2.9989479924543512e-06,0.0014758706092834473
441,False,3.001810924345916e-08,0.0008113756775856018
442,False,2.9531115212973106e-10,0.00046646595001220703
443,False,7.687084128625574e-09,0.0005965828895568848
444,False,8.583638811098774e-08,0.0001
445,False,1.9017856607727143e-08,0.00023396313190460205
446,False,3.535003839827461e-08,0.00039445608854293823
447,False,8.497655857497513e-10,0.0007700547575950623
448,False,2.722776179834101e-08,0.0007356628775596619
449,False,7.562119426153691e-10,0.000608302652835846
450,False,3.8742879052103663e-10,0.000728800892829895
451,False,2.561668810606773e-10,0.000767342746257782
452,False,5.072479744610651e-09,0.0007084757089614868
453,False,1.5683303892125958e-09,0.0009105131030082703
454,False,1.4145471889397734e-09,0.0003447234630584717
455,False,2.525558424030785e-09,0.00022935867309570312
456,False,4.002618155188276e-08,0.0001
457,False,3.48353866156881e-10,0.00024040043354034424
458,False,8.848565280364153e-10,0.0006328970193862915
459,False,7.1854818187828034e-09,0.0008397996425628662
460,False,2.9079799033704356e-09,0.0013625621795654297
461,False,3.237160055885181e-08,0.0015901699662208557
462,False,2.7508187540371896e-08,0.0009428039193153381
463,False,3.2814095029306347e-09,0.0011951625347137451
464,False,1.6336544870315957e-08,0.0005355328321456909
465,False,4.966576782039167e-08,0.00019231438636779785
466,False,7.968767687053166e-07,0.0002442300319671631
467,False,5.162526475518836e-10,0.0001
468,False,4.835441056468842e-10,0.0001298561692237854
469,False,9.738985008284808e-10,0.0001
470,False,1.2396346301014122e-08,0.0001
471,False,2.6848001650877342e-08,0.0001
472,False,3.395529002347453e-09,0.0006754621863365173
473,False,7.074265704367969e-08,0.00015048682689666748
474,False,5.99972400773802e-08,0.000790819525718689
475,False,2.1837562386321033e-08,0.0005964189767837524
476,False,2.877441787911889e-08,0.001048944890499115
477,False,8.770679048486872e-09,0.0005023926496505737
478,False,2.1877626422690206e-09,0.0010050833225250244
479,False,2.358810541746047e-09,0.00038204342126846313
480,False,3.3980388187783706e-08,0.0007990226149559021
481,False,1.529999390936253e-09,0.0002226904034614563
482,False,2.7063804928554955e-09,0.00018442422151565552
483,False,2.0261423850613528e-09,0.000776536762714386
484,False,3.0349498627176675e-09,0.0008437559008598328
485,False,6.221052992534064e-10,0.00043714791536331177
486,False,1.0701774842616468e-09,0.0007798448204994202
487,False,1.6762356245061035e-09,0.0012167394161224365
488,False,2.131477865016109e-09,0.0003754347562789917
489,False,4.5823285290211213e-07,0.0003760606050491333
490,False,5.43329832864967e-09,0.0001
491,False,1.5911795590981092e-10,0.0004032403230667114
492,False,8.194736863956709e-10,0.0001
493,False,4.851190011806566e-10,0.00016574561595916748
494,False,7.859415217987066e-10,0.0001
495,False,3.4401255811014434e-07,0.0007391422986984253
496,False,4.562100814091098e-07,0.00046512484550476074
497,False,1.1017175259320593e-09,0.0006234347820281982
498,False,2.9359220294349046e-09,0.0006945803761482239
499,False,4.0505821503963695e-10,0.0001616552472114563
500,False,1.937377540438608e-09,0.00011074542999267578
501,False,9.525534085947484e-09,0.0001
502,False,4.498396988582213e-09,0.00024596601724624634
503,False,3.4708891897849976e-10,0.0006429776549339294
504,False,3.4918029282633574e-08,0.0004839897155761719
505,False,6.53311400218026e-09,0.00029899924993515015
506,False,2.0501473537512082e-09,0.000516943633556366
507,False,9.349053211123311e-09,0.0001
508,False,4.056170374307792e-09,0.0001
509,False,1.2868298772350478e-08,0.0004387199878692627
510,False,1.5916848405523777e-08,0.0004724040627479553
511,False,1.6909532004206204e-08,0.00025412440299987793
512,False,9.280248930990733e-09,0.000561155378818512
513,False,6.3118966513720195e-09,0.0005753636360168457
514,False,2.788783121725602e-09,0.0003123432397842407
515,False,3.5496083032053625e-09,0.0001
516,False,7.63889429544595e-07,0.0001
517,False,3.2538985116275894e-09,0.0001
518,False,2.0263217659527615e-09,0.0001
519,False,7.200304874112556e-09,0.0001
520,False,4.918625304022315e-09,0.0001
521,False,1.4701255512388335e-09,0.0001
522,False,5.837114653889414e-07,0.0001
523,False,3.2222120255528784e-08,0.0001
524,False,2.0342567768185416e-08,0.00048545002937316895
525,False,2.7487875546302258e-08,0.0005865171551704407
526,False,1.8330865689820827e-09,0.0007454678416252136
527,False,6.868183741975993e-08,0.0007647126913070679
528,False,1.5694295663147275e-08,0.0007914155721664429
529,False,5.169340379744355e-08,0.0007166489958763123
530,False,5.571835750966089e-07,0.00025450438261032104
531,False,2.4737392053439415e-07,0.0006935223937034607
532,False,2.113435155593571e-08,0.0001
533,False,7.387653429591408e-09,0.0001
534,False,1.792473464534665e-09,0.0001
535,False,6.862947105257313e-10,0.00042743980884552
536,False,2.4118205486425125e-09,0.0004780292510986328
537,False,2.543314742360003e-07,0.0002722889184951782
538,False,1.1670038702445171e-09,0.0004800260066986084
539,False,2.3539738173766476e-06,0.0003462880849838257
540,False,3.890100944047974e-07,0.00033186376094818115
541,False,2.6047463499413745e-07,0.0003119558095932007
542,False,2.966194943696697e-07,0.00023412704467773438
543,False,1.778326897427309e-09,0.0002614632248878479
544,False,1.0524895592487967e-08,0.00027592480182647705
545,False,3.040278954497337e-10,0.00019848346710205078
546,False,7.461918600343013e-10,0.00029440969228744507
547,False,1.5303923727265107e-09,0.0003098025918006897
548,False,9.039306269435087e-09,0.0003473907709121704
549,False,7.491884981797874e-08,0.003414757549762726
550,False,9.07686100036642e-08,0.004391379654407501
551,False,5.192163852722705e-08,0.0007072687149047852
552,False,1.7232705877178286e-08,0.006007246673107147
553,False,1.2059354437578512e-08,0.005938299000263214
554,False,1.8646156907163684e-08,0.0017437860369682312
555,False,6.897640866012237e-09,0.0013509169220924377
556,False,1.1057928391468157e-09,0.002271875739097595
557,False,1.242828944112707e-07,0.0001
558,False,3.9713895699650105e-10,0.003061734139919281
559,False,1.0621329047767214e-10,0.0019414126873016357
560,False,1.0557841060308284e-09,0.00011679530143737793
561,False,1.6530472596115105e-09,0.0007103234529495239
562,False,4.534066002630315e-09,0.000367678701877594
563,False,3.3592561863397105e-09,0.0006345584988594055
564,False,2.425287777870784e-09,0.0004942342638969421
565,False,1.3841186154976342e-09,0.0005074068903923035
566,False,2.566879221260323e-08,0.0005654022097587585
567,False,1.5226585282019408e-09,0.0008455589413642883
568,False,1.0508574348581548e-08,0.00043330341577529907
569,False,1.5845521356607376e-09,0.00035644322633743286
570,False,1.0430877651612948e-08,0.00034368783235549927
571,False,3.8297977104921874e-09,0.000711590051651001
572,False,1.3257713294430072e-09,0.00010256469249725342
573,False,1.3456485655593883e-08,0.0007180795073509216
574,False,1.2943967122032332e-08,0.00015103816986083984
575,False,2.5649992628005535e-08,0.00040881335735321045
576,False,3.0239934571958413e-09,0.0012742727994918823
